timestamp_ns,n_boxes,mask_coverage,matched,det_age_ms,rejected
11089000000,0,0.0000,0,-1.0,0
11122000000,0,0.0000,0,-1.0,0
11155000000,9,0.1478,1,66.0,0
11221000000,9,0.1478,1,33.0,0
11254000000,9,0.1477,1,33.0,0
11287000000,9,0.1478,1,33.0,0
11320000000,9,0.1477,1,33.0,0
11353000000,9,0.1477,1,66.0,0
11386000000,9,0.1481,1,33.0,0
11419000000,9,0.1480,1,33.0,0
11452000000,9,0.1480,1,33.0,0
11485000000,9,0.1478,1,33.0,0
11518000000,9,0.1479,1,33.0,0
11551000000,9,0.1479,1,33.0,0
11584000000,9,0.1479,1,33.0,0
11617000000,9,0.1479,1,33.0,0
11650000000,9,0.1476,1,33.0,0
11683000000,8,0.1462,1,33.0,0
11716000000,9,0.1481,1,33.0,0
11749000000,9,0.1482,1,33.0,0
11782000000,10,0.1498,1,33.0,0
11815000000,8,0.1425,1,33.0,0
11848000000,9,0.1496,1,33.0,0
11881000000,8,0.1474,1,33.0,0
11914000000,8,0.1476,1,33.0,0
11947000000,8,0.1477,1,33.0,0
11980000000,8,0.1483,1,33.0,0
12013000000,8,0.1487,1,33.0,0
12046000000,9,0.1504,1,33.0,0
12079000000,9,0.1510,1,33.0,0
12112000000,9,0.1509,1,33.0,0
12145000000,9,0.1516,1,33.0,0
12211000000,8,0.1516,1,33.0,0
12244000000,8,0.1528,1,33.0,0
12277000000,8,0.1452,1,33.0,0
12310000000,8,0.1533,1,33.0,0
12343000000,8,0.1545,1,33.0,0
12376000000,8,0.1559,1,33.0,0
12409000000,8,0.1572,1,33.0,0
12442000000,10,0.1623,1,33.0,0
12475000000,11,0.1636,1,33.0,0
12508000000,10,0.1646,1,33.0,0
12541000000,10,0.1655,1,33.0,0
12574000000,9,0.1669,1,33.0,0
12607000000,9,0.1675,1,33.0,0
12640000000,8,0.1646,1,33.0,0
12673000000,11,0.1683,1,33.0,0
12739000000,8,0.1628,1,66.0,0
12772000000,9,0.1725,1,33.0,0
12805000000,9,0.1725,1,33.0,0
12838000000,10,0.1814,1,33.0,0
12871000000,10,0.1859,1,33.0,0
12904000000,10,0.1908,1,33.0,0
12937000000,9,0.1936,1,33.0,0
12970000000,8,0.1905,1,33.0,0
13003000000,10,0.1911,1,33.0,0
13069000000,10,0.1894,1,66.0,0
13135000000,10,0.1783,1,33.0,0
13168000000,11,0.1815,1,33.0,0
13201000000,10,0.1800,1,33.0,0
13234000000,12,0.1745,1,33.0,0
13267000000,12,0.1620,1,33.0,0
13300000000,10,0.1545,1,33.0,0
13333000000,10,0.1649,1,33.0,0
13366000000,11,0.1604,1,33.0,0
13399000000,10,0.1405,1,33.0,0
13432000000,12,0.1580,1,33.0,0
13465000000,12,0.1580,1,33.0,0
13498000000,11,0.1533,1,33.0,0
13531000000,12,0.1542,1,33.0,0
13564000000,10,0.1484,1,33.0,0
13597000000,10,0.1448,1,33.0,0
13630000000,10,0.1331,1,33.0,0
13663000000,14,0.1363,1,33.0,0
13729000000,12,0.1321,1,66.0,0
13762000000,12,0.1260,1,33.0,0
13795000000,12,0.1144,1,33.0,0
13828000000,13,0.1085,1,33.0,0
13861000000,13,0.1085,1,66.0,0
13894000000,12,0.1048,1,33.0,0
13927000000,11,0.0863,1,33.0,0
13960000000,11,0.0917,1,33.0,0
13993000000,13,0.0981,1,33.0,0
14026000000,11,0.0944,1,33.0,0
14059000000,9,0.0497,1,33.0,0
14092000000,10,0.0538,1,33.0,0
14158000000,9,0.0884,1,66.0,0
14191000000,11,0.1019,1,33.0,0
14224000000,10,0.0973,1,33.0,0
14257000000,12,0.1100,1,33.0,0
14290000000,11,0.1040,1,33.0,0
14323000000,13,0.1076,1,33.0,0
14356000000,12,0.1095,1,33.0,0
14389000000,11,0.1053,1,33.0,0
14422000000,12,0.1051,1,33.0,0
14488000000,13,0.1143,1,33.0,0
14521000000,12,0.1123,1,33.0,0
14554000000,12,0.1092,1,33.0,0
14587000000,13,0.1099,1,33.0,0
14653000000,12,0.1091,1,33.0,0
14686000000,12,0.1152,1,33.0,0
14719000000,12,0.1004,1,33.0,0
14752000000,13,0.1126,1,33.0,0
14785000000,12,0.1180,1,33.0,0
14818000000,13,0.1205,1,33.0,0
14851000000,13,0.1205,1,66.0,0
14917000000,11,0.1089,1,66.0,0
14950000000,13,0.1168,1,33.0,0
14983000000,14,0.1175,1,33.0,0
15016000000,14,0.1126,1,33.0,0
15049000000,12,0.1171,1,33.0,0
15115000000,12,0.1158,1,33.0,0
15148000000,12,0.1144,1,33.0,0
15181000000,11,0.1024,1,33.0,0
15214000000,10,0.0940,1,33.0,0
15247000000,10,0.0935,1,33.0,0
15280000000,10,0.0942,1,33.0,0
15313000000,10,0.0932,1,33.0,0
15346000000,11,0.0947,1,33.0,0
15379000000,11,0.0942,1,33.0,0
15412000000,11,0.1050,1,33.0,0
15478000000,11,0.0910,1,66.0,0
15511000000,10,0.0746,1,33.0,0
15577000000,13,0.1165,1,33.0,0
15610000000,12,0.1107,1,33.0,0
15643000000,12,0.1038,1,33.0,0
15676000000,13,0.1066,1,33.0,0
15709000000,10,0.0771,1,33.0,0
15742000000,9,0.0874,1,33.0,0
15775000000,8,0.0574,1,33.0,0
15808000000,10,0.0872,1,33.0,0
15841000000,9,0.0560,1,33.0,0
15874000000,10,0.0859,1,33.0,0
15907000000,8,0.0881,1,33.0,0
15940000000,10,0.0790,1,33.0,0
16006000000,10,0.0896,1,33.0,0
16039000000,8,0.0760,1,33.0,0
16072000000,9,0.0768,1,33.0,0
16105000000,10,0.1067,1,33.0,0
16138000000,8,0.1023,1,33.0,0
16171000000,8,0.1045,1,33.0,0
16237000000,8,0.0889,1,66.0,0
16270000000,10,0.1171,1,33.0,0
16303000000,10,0.1054,1,33.0,0
16336000000,11,0.1158,1,33.0,0
16369000000,12,0.1139,1,33.0,0
16402000000,13,0.1325,1,33.0,0
16435000000,11,0.1231,1,33.0,0
16468000000,12,0.1327,1,33.0,0
16534000000,10,0.1228,1,66.0,0
16567000000,10,0.1348,1,33.0,0
16600000000,10,0.1128,1,33.0,0
16633000000,7,0.1012,1,33.0,0
16732000000,12,0.1499,1,66.0,0
16765000000,10,0.1564,1,33.0,0
16798000000,10,0.1315,1,33.0,0
16831000000,13,0.1745,1,33.0,0
16864000000,10,0.1384,1,33.0,0
16897000000,9,0.1810,1,33.0,0
16930000000,10,0.1844,1,33.0,0
16963000000,10,0.1945,1,33.0,0
16996000000,10,0.2052,1,33.0,0
17029000000,9,0.2149,1,33.0,0
17095000000,8,0.2373,1,33.0,0
17128000000,9,0.2448,1,33.0,0
17161000000,7,0.1899,1,33.0,0
17194000000,8,0.1975,1,33.0,0
17227000000,8,0.2673,1,33.0,0
17260000000,7,0.2650,1,33.0,0
17293000000,8,0.2604,1,33.0,0
17326000000,7,0.2552,1,33.0,0
17359000000,7,0.2401,1,33.0,0
17425000000,6,0.2241,1,33.0,0
17458000000,7,0.2406,1,33.0,0
17491000000,6,0.2261,1,33.0,0
17524000000,5,0.2017,1,33.0,0
17557000000,7,0.2137,1,33.0,0
17590000000,10,0.1799,1,33.0,0
17623000000,7,0.1907,1,33.0,0
17656000000,9,0.2104,1,33.0,0
17722000000,11,0.1954,1,33.0,0
17755000000,10,0.1906,1,33.0,0
17788000000,9,0.1539,1,33.0,0
17821000000,8,0.1343,1,33.0,0
17854000000,10,0.1492,1,33.0,0
17887000000,10,0.1528,1,33.0,0
17920000000,9,0.1511,1,33.0,0
17953000000,10,0.1588,1,33.0,0
17986000000,9,0.1573,1,33.0,0
18052000000,9,0.1645,1,66.0,0
18085000000,9,0.1653,1,33.0,0
18118000000,7,0.1505,1,33.0,0
18151000000,8,0.1520,1,33.0,0
18217000000,10,0.1717,1,33.0,0
18250000000,12,0.1782,1,33.0,0
18283000000,12,0.1730,1,33.0,0
18316000000,11,0.1576,1,33.0,0
18349000000,11,0.1656,1,33.0,0
18382000000,9,0.1389,1,33.0,0
18415000000,10,0.1545,1,33.0,0
18448000000,10,0.1295,1,33.0,0
18481000000,10,0.1219,1,33.0,0
18514000000,8,0.1163,1,33.0,0
18547000000,9,0.1364,1,33.0,0
18580000000,8,0.1010,1,33.0,0
18613000000,10,0.1261,1,33.0,0
18646000000,8,0.1132,1,33.0,0
18712000000,10,0.1350,1,66.0,0
18745000000,9,0.1367,1,66.0,0
18778000000,9,0.1387,1,66.0,0
18811000000,10,0.1401,1,33.0,0
18877000000,7,0.1293,1,33.0,0
18910000000,8,0.1374,1,33.0,0
18943000000,6,0.1304,1,33.0,0
18976000000,6,0.0838,1,33.0,0
19009000000,9,0.1552,1,33.0,0
19042000000,7,0.1337,1,33.0,0
19075000000,8,0.1541,1,33.0,0
19108000000,7,0.0844,1,33.0,0
19141000000,6,0.0799,1,33.0,0
19174000000,6,0.0770,1,33.0,0
19207000000,6,0.1306,1,33.0,0
19240000000,8,0.1598,1,33.0,0
19273000000,7,0.1434,1,33.0,0
19306000000,7,0.1525,1,33.0,0
19339000000,8,0.1568,1,33.0,0
19372000000,8,0.1548,1,33.0,0
19438000000,7,0.1551,1,33.0,0
19471000000,5,0.0491,1,33.0,0
19537000000,5,0.1027,1,33.0,0
19570000000,7,0.1598,1,33.0,0
19603000000,8,0.1595,1,33.0,0
19636000000,8,0.1218,1,33.0,0
19702000000,7,0.1240,1,66.0,0
19735000000,10,0.1643,1,33.0,0
19768000000,8,0.1605,1,33.0,0
19801000000,9,0.1704,1,33.0,0
19834000000,8,0.1616,1,33.0,0
19867000000,6,0.1626,1,33.0,0
19900000000,5,0.1524,1,33.0,0
19933000000,8,0.1690,1,33.0,0
19966000000,6,0.1601,1,33.0,0
19999000000,6,0.1591,1,33.0,0
20032000000,5,0.1588,1,33.0,0
20065000000,5,0.1611,1,33.0,0
20098000000,5,0.1645,1,33.0,0
20164000000,5,0.1609,1,33.0,0
20197000000,5,0.1572,1,33.0,0
20230000000,5,0.1535,1,33.0,0
20263000000,5,0.1488,1,33.0,0
20296000000,5,0.1469,1,33.0,0
20329000000,5,0.1430,1,33.0,0
20362000000,6,0.1483,1,33.0,0
20395000000,7,0.1541,1,33.0,0
20428000000,9,0.1618,1,33.0,0
20461000000,7,0.1480,1,33.0,0
20494000000,6,0.1393,1,33.0,0
20527000000,6,0.1301,1,33.0,0
20560000000,6,0.0516,1,33.0,0
20626000000,9,0.1163,1,33.0,0
20692000000,8,0.0866,1,66.0,0
20725000000,8,0.0638,1,33.0,0
20758000000,9,0.0605,1,33.0,0
20791000000,8,0.0606,1,33.0,0
20824000000,8,0.0636,1,33.0,0
20890000000,9,0.0656,1,33.0,0
20923000000,9,0.0653,1,33.0,0
20956000000,9,0.0652,1,33.0,0
20989000000,8,0.0645,1,33.0,0
21022000000,8,0.0638,1,33.0,0
21055000000,9,0.0645,1,33.0,0
21121000000,8,0.0637,1,66.0,0
21154000000,9,0.0650,1,33.0,0
21187000000,9,0.0669,1,33.0,0
21220000000,10,0.0717,1,33.0,0
21253000000,8,0.0512,1,33.0,0
21286000000,9,0.0676,1,33.0,0
21319000000,10,0.0706,1,33.0,0
21352000000,10,0.0706,1,66.0,0
21418000000,11,0.0753,1,66.0,0
