timestamp_ns,n_boxes,mask_coverage,matched,det_age_ms,rejected
31648000000,0,0.0000,0,-1.0,0
31681000000,0,0.0000,0,-1.0,0
31714000000,0,0.0000,0,-1.0,0
31747000000,0,0.0000,0,-1.0,0
31780000000,0,0.0000,0,-1.0,0
31912000000,0,0.0000,0,-1.0,0
32011000000,9,0.1536,1,99.0,0
32044000000,9,0.1452,1,66.0,0
32077000000,9,0.1450,1,66.0,0
32143000000,10,0.1425,1,66.0,0
32176000000,9,0.1059,1,33.0,0
32308000000,9,0.0744,1,66.0,0
32341000000,9,0.0744,1,99.0,0
32407000000,9,0.0746,1,132.0,0
32440000000,10,0.0751,1,132.0,0
32473000000,9,0.0748,1,132.0,0
32506000000,9,0.0744,1,99.0,0
32539000000,8,0.0682,1,99.0,0
32605000000,9,0.0929,1,66.0,0
32638000000,10,0.1139,1,66.0,0
32671000000,8,0.0660,1,66.0,0
32704000000,8,0.0660,1,99.0,0
32803000000,9,0.1077,1,132.0,0
32836000000,0,0.0000,0,-1.0,0
32869000000,0,0.0000,0,-1.0,0
32902000000,8,0.0723,1,132.0,0
33001000000,0,0.0000,0,-1.0,0
33067000000,0,0.0000,0,-1.0,0
33100000000,0,0.0000,0,-1.0,0
33133000000,11,0.0844,1,132.0,0
33232000000,0,0.0000,0,-1.0,0
33298000000,0,0.0000,0,-1.0,0
33331000000,0,0.0000,0,-1.0,0
33397000000,0,0.0000,0,-1.0,0
33430000000,0,0.0000,0,-1.0,0
33463000000,0,0.0000,0,-1.0,0
33562000000,0,0.0000,0,-1.0,0
33595000000,0,0.0000,0,-1.0,0
33628000000,0,0.0000,0,-1.0,0
33760000000,0,0.0000,0,-1.0,0
33826000000,0,0.0000,0,-1.0,0
33859000000,0,0.0000,0,-1.0,0
33892000000,0,0.0000,0,-1.0,0
33925000000,0,0.0000,0,-1.0,0
33958000000,0,0.0000,0,-1.0,0
33991000000,0,0.0000,0,-1.0,0
34057000000,0,0.0000,0,-1.0,0
34090000000,0,0.0000,0,-1.0,0
34189000000,0,0.0000,0,-1.0,0
34222000000,0,0.0000,0,-1.0,0
34255000000,0,0.0000,0,-1.0,0
34288000000,0,0.0000,0,-1.0,0
34321000000,0,0.0000,0,-1.0,0
34354000000,0,0.0000,0,-1.0,0
34420000000,0,0.0000,0,-1.0,0
34486000000,0,0.0000,0,-1.0,0
34552000000,0,0.0000,0,-1.0,0
34585000000,0,0.0000,0,-1.0,0
34618000000,0,0.0000,0,-1.0,0
34651000000,0,0.0000,0,-1.0,0
34717000000,0,0.0000,0,-1.0,0
34783000000,0,0.0000,0,-1.0,0
34816000000,0,0.0000,0,-1.0,0
34915000000,0,0.0000,0,-1.0,0
34981000000,0,0.0000,0,-1.0,0
35047000000,0,0.0000,0,-1.0,0
35080000000,0,0.0000,0,-1.0,0
35146000000,0,0.0000,0,-1.0,0
35212000000,0,0.0000,0,-1.0,0
35311000000,0,0.0000,0,-1.0,0
35344000000,0,0.0000,0,-1.0,0
35377000000,0,0.0000,0,-1.0,0
35410000000,0,0.0000,0,-1.0,0
35509000000,0,0.0000,0,-1.0,0
35542000000,0,0.0000,0,-1.0,0
35575000000,0,0.0000,0,-1.0,0
35608000000,0,0.0000,0,-1.0,0
35641000000,0,0.0000,0,-1.0,0
35674000000,0,0.0000,0,-1.0,0
35707000000,0,0.0000,0,-1.0,0
35740000000,0,0.0000,0,-1.0,0
35773000000,0,0.0000,0,-1.0,0
35806000000,0,0.0000,0,-1.0,0
35839000000,0,0.0000,0,-1.0,0
35872000000,0,0.0000,0,-1.0,0
35905000000,0,0.0000,0,-1.0,0
35938000000,0,0.0000,0,-1.0,0
35971000000,0,0.0000,0,-1.0,0
36037000000,0,0.0000,0,-1.0,0
36103000000,0,0.0000,0,-1.0,0
36202000000,0,0.0000,0,-1.0,0
36235000000,0,0.0000,0,-1.0,0
36268000000,0,0.0000,0,-1.0,0
36301000000,0,0.0000,0,-1.0,0
36334000000,0,0.0000,0,-1.0,0
