timestamp_ns,n_boxes,mask_coverage,matched,det_age_ms,rejected
14950000000,0,0.0000,0,-1.0,0
14983000000,0,0.0000,0,-1.0,0
15016000000,10,0.0860,1,66.0,0
15049000000,10,0.0860,1,33.0,0
15082000000,11,0.1070,1,33.0,0
15115000000,11,0.1070,1,33.0,0
15148000000,11,0.1069,1,33.0,0
15181000000,11,0.1068,1,33.0,0
15214000000,11,0.1065,1,33.0,0
15247000000,11,0.1063,1,33.0,0
15280000000,11,0.1068,1,33.0,0
15313000000,11,0.0863,1,33.0,0
15346000000,11,0.0875,1,33.0,0
15379000000,11,0.1081,1,33.0,0
15412000000,11,0.1083,1,33.0,0
15445000000,11,0.1083,1,33.0,0
15478000000,12,0.1091,1,33.0,0
15511000000,10,0.0836,1,33.0,0
15544000000,12,0.1086,1,33.0,0
15577000000,12,0.1088,1,33.0,0
15610000000,11,0.1086,1,33.0,0
15643000000,12,0.1095,1,33.0,0
15709000000,12,0.1097,1,66.0,0
15742000000,13,0.1107,1,33.0,0
15808000000,12,0.1106,1,66.0,0
15841000000,11,0.0918,1,33.0,0
15874000000,13,0.0919,1,33.0,0
15907000000,12,0.0901,1,33.0,0
15940000000,12,0.1097,1,33.0,0
15973000000,11,0.1096,1,33.0,0
16006000000,11,0.1097,1,33.0,0
16039000000,13,0.1141,1,33.0,0
16138000000,11,0.1191,1,33.0,0
16171000000,12,0.1231,1,33.0,0
16204000000,11,0.1233,1,33.0,0
16237000000,10,0.1239,1,33.0,0
16270000000,11,0.1257,1,33.0,0
16303000000,9,0.1107,1,33.0,0
16336000000,12,0.1297,1,33.0,0
16369000000,10,0.1303,1,33.0,0
16402000000,11,0.1357,1,33.0,0
16435000000,9,0.1230,1,33.0,0
16468000000,9,0.1401,1,33.0,0
16501000000,7,0.1254,1,33.0,0
16534000000,9,0.1445,1,33.0,0
16567000000,12,0.1531,1,33.0,0
16600000000,10,0.1564,1,33.0,0
16633000000,10,0.1555,1,33.0,0
16666000000,10,0.1581,1,33.0,0
16699000000,9,0.1612,1,33.0,0
16732000000,11,0.1678,1,33.0,0
16765000000,9,0.1690,1,33.0,0
16798000000,10,0.1730,1,33.0,0
16831000000,9,0.1774,1,33.0,0
16864000000,10,0.1818,1,33.0,0
16897000000,10,0.1858,1,33.0,0
16930000000,10,0.1879,1,33.0,0
16996000000,11,0.1931,1,66.0,0
17029000000,10,0.1979,1,33.0,0
17095000000,9,0.2061,1,33.0,0
17128000000,10,0.2089,1,33.0,0
17161000000,12,0.2224,1,33.0,0
17260000000,11,0.2254,1,99.0,0
17293000000,10,0.2389,1,0.0,0
17326000000,10,0.2389,1,33.0,0
17359000000,10,0.2275,1,33.0,0
17392000000,10,0.2279,1,33.0,0
17425000000,9,0.2330,1,33.0,0
17458000000,9,0.2370,1,33.0,0
17491000000,9,0.2398,1,33.0,0
17524000000,9,0.2433,1,33.0,0
17590000000,10,0.2562,1,33.0,0
17623000000,9,0.2552,1,33.0,0
17656000000,11,0.2634,1,33.0,0
17689000000,10,0.2654,1,33.0,0
17755000000,9,0.0600,1,66.0,0
17788000000,11,0.2731,1,33.0,0
17821000000,9,0.2726,1,33.0,0
17854000000,11,0.2823,1,33.0,0
17887000000,9,0.2837,1,33.0,0
17920000000,10,0.2871,1,33.0,0
17953000000,10,0.2873,1,33.0,0
17986000000,11,0.2910,1,33.0,0
18019000000,11,0.2820,1,33.0,0
18052000000,13,0.3009,1,33.0,0
18085000000,10,0.2906,1,33.0,0
18118000000,10,0.2860,1,33.0,0
18151000000,11,0.2997,1,33.0,0
18184000000,11,0.2954,1,33.0,0
18217000000,9,0.2934,1,33.0,0
18250000000,9,0.2803,1,33.0,0
18283000000,12,0.2921,1,33.0,0
18316000000,11,0.3092,1,33.0,0
18349000000,12,0.3111,1,33.0,0
18415000000,11,0.3092,1,33.0,0
18448000000,10,0.3042,1,33.0,0
18481000000,10,0.3071,1,33.0,0
18514000000,10,0.3086,1,33.0,0
18613000000,11,0.3074,1,99.0,0
18646000000,9,0.2979,1,33.0,0
18679000000,12,0.2977,1,33.0,0
18712000000,10,0.2977,1,33.0,0
18745000000,10,0.2993,1,33.0,0
18778000000,8,0.2981,1,33.0,0
18811000000,8,0.2797,1,33.0,0
18844000000,8,0.2777,1,33.0,0
18877000000,8,0.2736,1,33.0,0
18910000000,10,0.2973,1,33.0,0
18943000000,11,0.3042,1,33.0,0
18976000000,9,0.2955,1,33.0,0
19042000000,10,0.3040,1,66.0,0
19075000000,9,0.2724,1,33.0,0
19108000000,9,0.2879,1,33.0,0
19141000000,9,0.2897,1,33.0,0
19174000000,9,0.2853,1,33.0,0
19207000000,8,0.2833,1,33.0,0
19273000000,10,0.2690,1,66.0,0
19306000000,11,0.2413,1,33.0,0
19339000000,9,0.1976,1,33.0,0
19372000000,8,0.1736,1,33.0,0
19405000000,11,0.1909,1,33.0,0
19438000000,9,0.1310,1,33.0,0
19471000000,9,0.1615,1,33.0,0
19504000000,9,0.1676,1,33.0,0
19537000000,9,0.1699,1,33.0,0
19570000000,10,0.1779,1,33.0,0
19603000000,9,0.1749,1,33.0,0
19636000000,10,0.1743,1,33.0,0
19669000000,9,0.1687,1,33.0,0
19702000000,11,0.1730,1,33.0,0
19735000000,10,0.1698,1,33.0,0
19768000000,11,0.1693,1,33.0,0
19801000000,13,0.1684,1,33.0,0
19834000000,11,0.1632,1,33.0,0
19867000000,11,0.1567,1,33.0,0
19900000000,12,0.1458,1,33.0,0
19933000000,11,0.1397,1,33.0,0
19966000000,11,0.1466,1,33.0,0
19999000000,12,0.1405,1,33.0,0
20032000000,12,0.1326,1,33.0,0
20065000000,12,0.1242,1,33.0,0
20098000000,10,0.0850,1,33.0,0
20131000000,8,0.0875,1,33.0,0
20164000000,9,0.0820,1,33.0,0
20197000000,9,0.0817,1,33.0,0
20230000000,10,0.1002,1,33.0,0
20263000000,7,0.0478,1,33.0,0
20329000000,9,0.0982,1,66.0,0
20362000000,9,0.1084,1,33.0,0
20395000000,7,0.1056,1,33.0,0
20428000000,6,0.0483,1,33.0,0
20461000000,8,0.1138,1,33.0,0
20494000000,8,0.1142,1,33.0,0
20527000000,8,0.1160,1,33.0,0
20593000000,8,0.1302,1,33.0,0
20626000000,8,0.1316,1,33.0,0
20659000000,8,0.1302,1,33.0,0
20692000000,8,0.1310,1,33.0,0
20725000000,10,0.1348,1,33.0,0
20758000000,10,0.1315,1,33.0,0
20791000000,10,0.1325,1,33.0,0
20824000000,10,0.0997,1,33.0,0
20857000000,9,0.1337,1,33.0,0
20890000000,10,0.1320,1,33.0,0
20923000000,9,0.1250,1,33.0,0
20956000000,9,0.0818,1,33.0,0
20989000000,12,0.1275,1,33.0,0
21022000000,9,0.1165,1,33.0,0
21055000000,11,0.1078,1,33.0,0
21088000000,9,0.1033,1,33.0,0
21121000000,9,0.1055,1,33.0,0
21154000000,7,0.0903,1,33.0,0
21187000000,8,0.0966,1,33.0,0
21220000000,10,0.1005,1,33.0,0
21253000000,8,0.0898,1,33.0,0
21286000000,9,0.1111,1,33.0,0
21319000000,9,0.1135,1,33.0,0
21352000000,9,0.1046,1,33.0,0
21385000000,7,0.1109,1,33.0,0
21418000000,7,0.1144,1,33.0,0
21451000000,7,0.1140,1,33.0,0
21484000000,8,0.1130,1,33.0,0
21517000000,8,0.1139,1,33.0,0
21550000000,9,0.1278,1,33.0,0
21583000000,9,0.1301,1,33.0,0
21616000000,8,0.1185,1,33.0,0
21649000000,8,0.1106,1,33.0,0
21682000000,7,0.1071,1,33.0,0
21715000000,7,0.0998,1,33.0,0
21748000000,10,0.1105,1,33.0,0
21781000000,9,0.1002,1,33.0,0
21814000000,8,0.0483,1,33.0,0
21847000000,10,0.1020,1,33.0,0
21880000000,8,0.0805,1,33.0,0
21913000000,8,0.0769,1,33.0,0
21946000000,7,0.0585,1,33.0,0
21979000000,9,0.0716,1,33.0,0
22012000000,7,0.0459,1,33.0,0
22045000000,10,0.0543,1,33.0,0
22078000000,7,0.0462,1,33.0,0
22111000000,5,0.0304,1,33.0,0
22144000000,7,0.0447,1,33.0,0
22177000000,7,0.0411,1,33.0,0
22210000000,7,0.0566,1,33.0,0
22243000000,5,0.0375,1,33.0,0
22276000000,6,0.0534,1,33.0,0
22309000000,7,0.0665,1,33.0,0
22375000000,7,0.0642,1,33.0,0
22408000000,5,0.0424,1,33.0,0
22441000000,5,0.0463,1,33.0,0
22474000000,8,0.0591,1,33.0,0
22507000000,6,0.0559,1,33.0,0
22540000000,10,0.0736,1,33.0,0
22573000000,10,0.0813,1,33.0,0
22606000000,9,0.0678,1,33.0,0
22639000000,9,0.0586,1,33.0,0
22672000000,9,0.0712,1,33.0,0
22705000000,10,0.0719,1,33.0,0
22738000000,10,0.0773,1,33.0,0
22771000000,9,0.0731,1,33.0,0
22804000000,11,0.0761,1,33.0,0
22837000000,12,0.0797,1,33.0,0
22870000000,11,0.0783,1,33.0,0
22936000000,9,0.0530,1,66.0,0
22969000000,11,0.0769,1,33.0,0
23002000000,9,0.0614,1,33.0,0
23035000000,8,0.0665,1,33.0,0
23068000000,10,0.0805,1,33.0,0
23134000000,8,0.0528,1,66.0,0
23167000000,8,0.0774,1,33.0,0
23200000000,8,0.0503,1,33.0,0
23233000000,10,0.0968,1,33.0,0
23266000000,10,0.0968,1,66.0,0
23299000000,6,0.0884,1,33.0,0
23332000000,6,0.0884,1,66.0,0
23365000000,8,0.1048,1,33.0,0
23398000000,8,0.1079,1,33.0,0
23431000000,8,0.1031,1,33.0,0
23464000000,6,0.0522,1,33.0,0
23497000000,8,0.1122,1,33.0,0
23530000000,6,0.1005,1,33.0,0
23563000000,6,0.0996,1,33.0,0
23596000000,7,0.1268,1,33.0,0
23629000000,7,0.1181,1,33.0,0
23662000000,7,0.1186,1,33.0,0
23695000000,6,0.0567,1,33.0,0
23728000000,5,0.0534,1,33.0,0
23761000000,4,0.0204,1,33.0,0
23794000000,6,0.1253,1,33.0,0
23827000000,7,0.1290,1,33.0,0
23860000000,7,0.1259,1,33.0,0
23893000000,6,0.1240,1,33.0,0
23926000000,8,0.1273,1,33.0,0
23959000000,6,0.1255,1,33.0,0
23992000000,8,0.1261,1,33.0,0
24025000000,7,0.1251,1,33.0,0
24091000000,6,0.0683,1,66.0,0
24124000000,6,0.0829,1,33.0,0
24157000000,6,0.1246,1,33.0,0
24190000000,7,0.1325,1,33.0,0
24223000000,7,0.1325,1,33.0,0
24256000000,8,0.1330,1,33.0,0
24289000000,6,0.0891,1,33.0,0
24322000000,8,0.1271,1,33.0,0
24355000000,7,0.1019,1,33.0,0
24388000000,6,0.1330,1,33.0,0
24421000000,7,0.1383,1,33.0,0
24454000000,6,0.1310,1,33.0,0
24487000000,5,0.1338,1,33.0,0
24520000000,6,0.1388,1,33.0,0
24553000000,5,0.1338,1,33.0,0
24586000000,4,0.1343,1,33.0,0
24619000000,8,0.1469,1,33.0,0
24652000000,6,0.1439,1,33.0,0
24685000000,6,0.1436,1,33.0,0
24718000000,7,0.1520,1,33.0,0
24751000000,7,0.1496,1,33.0,0
24784000000,5,0.1416,1,33.0,0
24817000000,6,0.1427,1,33.0,0
24850000000,5,0.1315,1,33.0,0
24883000000,7,0.1356,1,33.0,0
24916000000,7,0.1329,1,33.0,0
24949000000,6,0.1271,1,33.0,0
24982000000,7,0.1255,1,33.0,0
25015000000,6,0.1265,1,33.0,0
25048000000,8,0.1311,1,33.0,0
25081000000,6,0.1196,1,33.0,0
25114000000,8,0.1147,1,33.0,0
25147000000,8,0.1050,1,33.0,0
25180000000,7,0.0331,1,33.0,0
25213000000,8,0.0929,1,33.0,0
25279000000,9,0.0657,1,33.0,0
25312000000,9,0.0444,1,33.0,0
25345000000,12,0.0474,1,33.0,0
25378000000,11,0.0473,1,33.0,0
25411000000,8,0.0426,1,33.0,0
25477000000,9,0.0470,1,66.0,0
25510000000,10,0.0496,1,33.0,0
25543000000,9,0.0441,1,33.0,0
25576000000,6,0.0317,1,33.0,0
25609000000,6,0.0308,1,33.0,0
25642000000,5,0.0235,1,33.0,0
25675000000,9,0.0418,1,33.0,0
