timestamp_ns,n_boxes,mask_coverage,matched,det_age_ms,rejected
2608000000,0,0.0000,0,-1.0,0
2641000000,18,0.1068,1,33.0,0
2674000000,19,0.1060,1,33.0,0
2707000000,17,0.1063,1,33.0,0
2740000000,18,0.1069,1,33.0,0
2773000000,18,0.1065,1,33.0,0
2806000000,18,0.1058,1,33.0,0
2839000000,18,0.1047,1,33.0,0
2872000000,18,0.1047,1,33.0,0
2905000000,18,0.1035,1,33.0,0
2938000000,17,0.1025,1,33.0,0
2971000000,16,0.1022,1,33.0,0
3004000000,16,0.1001,1,33.0,0
3037000000,15,0.0975,1,33.0,0
3070000000,14,0.0815,1,33.0,0
3103000000,14,0.0832,1,33.0,0
3136000000,15,0.0997,1,33.0,0
3169000000,15,0.0886,1,33.0,0
3202000000,15,0.0886,1,33.0,0
3235000000,16,0.1009,1,33.0,0
3268000000,15,0.0986,1,33.0,0
3301000000,15,0.0980,1,33.0,0
3334000000,16,0.0999,1,33.0,0
3367000000,15,0.0871,1,33.0,0
3400000000,14,0.0826,1,33.0,0
3433000000,14,0.0821,1,33.0,0
3466000000,15,0.0812,1,33.0,0
3499000000,16,0.0820,1,33.0,0
3532000000,17,0.0876,1,33.0,0
3565000000,15,0.0852,1,33.0,0
3598000000,15,0.0915,1,33.0,0
3631000000,16,0.0947,1,33.0,0
3664000000,16,0.0938,1,33.0,0
3697000000,16,0.0911,1,33.0,0
3730000000,16,0.0924,1,33.0,0
3763000000,16,0.0922,1,33.0,0
3796000000,17,0.0937,1,33.0,0
3829000000,16,0.0932,1,33.0,0
3862000000,17,0.0945,1,33.0,0
3895000000,16,0.0928,1,33.0,0
3928000000,13,0.0744,1,33.0,0
3961000000,13,0.0748,1,33.0,0
3994000000,14,0.0912,1,33.0,0
4027000000,14,0.0976,1,33.0,0
4060000000,14,0.0974,1,33.0,0
4093000000,13,0.0911,1,33.0,0
4126000000,14,0.0918,1,33.0,0
4159000000,15,0.0919,1,33.0,0
4192000000,15,0.0921,1,33.0,0
4225000000,15,0.0743,1,33.0,0
4258000000,14,0.0741,1,33.0,0
4291000000,17,0.0956,1,33.0,0
4324000000,17,0.0974,1,33.0,0
4357000000,16,0.0968,1,33.0,0
4390000000,17,0.0980,1,33.0,0
4423000000,16,0.0963,1,33.0,0
4456000000,16,0.0966,1,33.0,0
4489000000,16,0.0970,1,33.0,0
4522000000,16,0.0975,1,33.0,0
4555000000,16,0.0983,1,33.0,0
4588000000,16,0.0991,1,33.0,0
4621000000,16,0.1046,1,33.0,0
4654000000,16,0.0999,1,33.0,0
4687000000,15,0.0987,1,33.0,0
4720000000,16,0.1002,1,33.0,0
4753000000,16,0.1006,1,33.0,0
4786000000,18,0.1012,1,33.0,0
4819000000,17,0.1014,1,33.0,0
4852000000,16,0.1063,1,33.0,0
4885000000,17,0.1008,1,33.0,0
4918000000,17,0.1018,1,33.0,0
4951000000,17,0.1022,1,33.0,0
